Id,WnvPresent
1,0.25
2,0.250000051865
3,0.250000137257
4,0.250000240378
5,0.250000348036
6,0.250000449651
7,0.250000537197
8,0.250000605076
9,0.250017667596
10,0.250022899389
11,0.250028722682
12,0.250035099281
13,0.250041987816
14,0.250049344117
15,0.25005712161
16,0.250065271717
17,0.250003678898
18,0.250003509479
19,0.250003250777
20,0.250002915265
21,0.250002519218
22,0.250002082302
23,0.250001627097
24,0.250001178561
25,0.249999411441
26,0.249999650017
27,0.249999818599
28,0.249999925057
29,0.249999980717
30,0.25
31,0.25
32,0.25
33,0.25
34,0.250005721213
35,0.250011679435
36,0.250017843483
37,0.250024180568
38,0.250030656397
39,0.250037235295
40,0.250043880344
41,0.249999917666
42,0.249999872761
43,0.249999816621
44,0.249999749596
45,0.249999672564
46,0.249999586868
47,0.249999494219
48,0.249999396578
49,0.250072413498
50,0.250078119087
51,0.250083595738
52,0.250088805702
53,0.250093712298
54,0.250098280249
55,0.250102476013
56,0.250106268124
57,0.250019277958
58,0.250021314323
59,0.250023331861
60,0.250025300323
61,0.250027188992
62,0.25002896725
63,0.250030605162
64,0.250032074048
65,0.250165815061
66,0.25017503463
67,0.250184137097
68,0.250193090242
69,0.250201864207
70,0.250210431666
71,0.250218767944
72,0.250226851102
73,0.250001179314
74,0.250000974082
75,0.250000764113
76,0.250000556104
77,0.25000035629
78,0.250000170251
79,0.250000002739
80,0.249999857544
81,0.250342302798
82,0.250342658332
83,0.250342954584
84,0.250343195484
85,0.2503433843
86,0.250343523637
87,0.250343615446
88,0.250343661027
89,0.250323742611
90,0.250325923859
91,0.250327924354
92,0.250329754654
93,0.250331425212
94,0.250332946309
95,0.250334327999
96,0.250335580058
97,0.249989557887
98,0.249991696792
99,0.249994146203
100,0.249996912748
101,0.25
102,0.250003408254
103,0.250007134346
104,0.25001117152
105,0.250002229732
106,0.250004446788
107,0.250007382075
108,0.250011017307
109,0.250015329755
110,0.250020292497
111,0.250025874718
112,0.250032042039
113,0.250014011311
114,0.250017328069
115,0.250020906529
116,0.250024709189
117,0.250028695261
118,0.250032821179
119,0.25003704113
120,0.250041307628
121,0.250047538544
122,0.250052462874
123,0.250057297498
124,0.250061987385
125,0.250066479578
126,0.25007072373
127,0.250074672626
128,0.250078282665
129,0.250273517754
130,0.250267438573
131,0.250261019641
132,0.25025426308
133,0.250247173311
134,0.250239757211
135,0.25023202427
136,0.250223986717
137,0.250345560736
138,0.250345569639
139,0.250345577057
140,0.250345583223
141,0.250345588337
142,0.250345592568
143,0.250345596062
144,0.250345598939
145,0.250344944966
146,0.250344832971
147,0.250344701677
148,0.250344548545
149,0.250344370709
150,0.250344164949
151,0.25034392767
152,0.250343654874
153,0.250298529857
154,0.250302299219
155,0.250305735955
156,0.250308845548
157,0.250311633697
158,0.250314106134
159,0.250316268454
160,0.250318125955
161,0.250012733126
162,0.250009765529
163,0.250007143392
164,0.250004894072
165,0.250003040159
166,0.250001599208
167,0.250000583519
168,0.25
169,0.250322839873
170,0.250322379288
171,0.250321630376
172,0.250320590652
173,0.250319256812
174,0.250317624806
175,0.250315689928
176,0.250313446925
177,0.250341677312
178,0.250342192137
179,0.250342646048
180,0.25034304529
181,0.250343395606
182,0.250343702257
183,0.250343970045
184,0.25034420334
185,0.250011748839
186,0.250012225894
187,0.250012564285
188,0.250012758711
189,0.250012807269
190,0.250012711397
191,0.25001247573
192,0.250012107895
193,0.250141408728
194,0.250151158632
195,0.250160845206
196,0.250170430573
197,0.250179879425
198,0.250189159185
199,0.250198240139
200,0.250207095521
201,0.250345433299
202,0.25034546303
203,0.250345488069
204,0.250345509109
205,0.250345526745
206,0.250345541495
207,0.2503455538
208,0.250345564042
209,0.250044001859
210,0.250040652481
211,0.250037131077
212,0.250033486433
213,0.25002976955
214,0.25002603306
215,0.250022330635
216,0.250018716376
217,0.250018885395
218,0.250016904575
219,0.250014860184
220,0.250012790319
221,0.25001073537
222,0.250008737491
223,0.250006840054
224,0.25000508707
225,0.250013267741
226,0.250009269147
227,0.250005961728
228,0.250003366705
229,0.25000150082
230,0.250000376155
231,0.25
232,0.250000374775
233,0.25
234,0.25
235,0.250000016323
236,0.250000068094
237,0.250000177029
238,0.250000367149
239,0.250000664439
240,0.250001096437
241,0.250341728759
242,0.25034223254
243,0.250342675903
244,0.25034306488
245,0.250343404988
246,0.250343701245
247,0.250343958193
248,0.250344179911
249,0.250055673617
250,0.250063627319
251,0.250071940328
252,0.25008056908
253,0.250089468848
254,0.250098594183
255,0.250107899349
256,0.25011733874
257,0.250126676371
258,0.250136239448
259,0.250145806771
260,0.250155337537
261,0.250164792733
262,0.250174135378
263,0.250183330712
264,0.250192346361
265,0.250190158047
266,0.250198615736
267,0.250206788792
